timestamp,open,high,low,close,volume
1653624000,143.09428362757757,147.31653769335477,142.96633152872457,147.2771759033203,90978500.0
1653969600,146.71618623300301,148.28107646818216,144.52138720505258,146.48980712890625,103718400.0
1654056000,147.53305935939102,149.3440170056093,145.34811215987284,146.3618621826172,74286600.0
1654142400,145.4957832158868,148.88146841697989,144.54109820216505,148.82241821289062,72348100.0
1654228800,144.58044581379545,145.63355774291225,142.17898598193645,143.08445739746094,88570300.0
1654488000,144.70837415100206,146.22406574159245,142.61200234875395,143.83242797851562,71598400.0
1654574400,142.07070637844697,146.64727644838695,141.82465390118458,146.3618621826172,67808200.0
1654660800,146.23392365623158,147.50354794884595,145.13161326153673,145.62371826171875,53950200.0
1654747200,144.75760527366657,145.61386314826538,140.2794468730643,140.38771057128906,69473000.0
1654833600,138.06497716276021,138.53739375627023,134.89581977133565,134.9647216796875,91437900.0
1655092800,130.77199636565416,133.0652077917095,129.36458307542827,129.79763793945312,122207100.0
1655179200,131.0278641513014,131.7758582423787,129.40390886311616,130.6636962890625,84784300.0
1655265600,132.16956604237166,135.17140981281415,130.0732087681398,133.29156494140625,91533000.0
1655352000,129.99445602178534,130.29955871287268,127.00244927117835,128.00634765625,108123900.0
1655438400,128.01624797570537,130.9787157353337,127.76034367219144,129.4827117919922,134520300.0
1655784000,131.31329785187046,134.8958216908251,131.21488586149243,133.724609375,81000500.0
1655870400,132.6616897658164,135.5847953387102,131.79559497900595,133.21286010742188,73409200.0
1655956800,134.65964445396372,136.40168566511255,133.48843193327303,136.0867462158203,72433800.0
1656043200,137.6909982443359,139.66927031856164,137.5630611330131,139.4232177734375,89116800.0
1656302400,140.44678975329754,141.224324205889,138.74411034603793,139.4232177734375,70207900.0
1656388800,139.88578412525837,141.15540852649434,135.1517360213465,135.26983642578125,67083400.0
1656475200,135.28951427489562,138.4488199898158,134.51197995876558,137.03155517578125,66242400.0
1656561600,135.0828178246583,136.18512818079344,131.65777134820112,134.56118774414062,98964500.0
1656648000,133.89194605156405,136.84457658654097,133.51795639594204,136.73631286621094,71051600.0
1656993600,135.59463354770725,139.37399683516924,134.767885626568,139.3247833251953,73353800.0
1657080000,139.11809758016227,141.84434862551257,138.85235665974255,140.66329956054688,74064300.0
1657166400,141.0274435938611,144.23597778940012,141.0176069003368,144.0391387939453,66253700.0
1657252800,142.96636875790045,145.22021853397652,142.71047951141156,144.71826171875,64547800.0
1657512000,143.36985996820178,144.32454481016836,141.50970378477396,142.58248901367188,63141600.0
1657598400,143.4584425008562,146.10596977247354,142.7596618190989,143.55686950683594,77588800.0
1657684800,140.73219350243247,144.13755169717774,139.8759205891,143.19271850585938,71185600.0
1657771200,141.80498974783282,146.5980880188513,140.9880935814835,146.12567138671875,78140700.0
1657857600,147.4149563504431,148.47790483542687,145.85990291969932,147.79879760742188,76259900.0
1658116800,148.35983676190435,149.17673295190042,144.3836195242813,144.74778747558594,81420900.0
1658203200,145.58435379595355,148.8420867705286,144.59030701772662,148.61572265625,82982400.0
1658289600,148.7338381470016,151.2927906316257,147.99568050926646,150.62351989746094,64823400.0
1658376000,152.06044916137068,153.11356109876007,149.54087389527504,152.89703369140625,65086600.0
1658462400,152.93642821672114,153.8123747274524,150.98769615131408,151.65695190429688,66675400.0
1658721600,151.5781876406526,152.59192281243702,149.8755084226827,150.53492736816406,53623900.0
1658808000,149.85583561149025,150.6727318576423,148.41889716817153,149.20626831054688,55138700.0
1658894400,150.1707842766552,154.8457824202778,149.75741782188803,154.31430053710938,78620700.0
1658980800,154.50126486654779,155.15084700049968,151.97185324970047,154.8654327392578,81378700.0
1659067200,158.69403377664,161.04629519406532,156.98150288420325,159.9439697265625,101786900.0
1659326400,158.46767275111222,161.00693677079695,158.34957233740533,158.95977783203125,67829400.0
1659412800,157.57203453166576,159.84555733737668,157.10945460814798,157.4834442138672,59907000.0
1659499200,158.30031154990738,163.9595182903737,158.21173626607992,163.5067901611328,82507500.0
1659585600,163.3887030177202,164.55007867195602,161.83364935538773,163.19186401367188,55474100.0
1659672000,160.85602999034109,163.45795268825668,160.64905220175967,162.9651641845703,56697000.0
1659931200,163.97046163622954,165.38969510382904,161.83176107750737,162.49209594726562,60276900.0
1660017600,161.654383591601,163.42842563656737,160.8954849037263,162.54139709472656,63135500.0
1660104000,165.26155937141485,166.89762095148,164.49281044366623,166.799072265625,70170500.0
1660190400,167.6072543726192,168.52384897861626,165.76422984138568,166.05990600585938,57149200.0
1660276800,167.37069868197673,169.68679568241564,166.9567430947443,169.61781311035156,68039400.0
1660536000,169.04621123839397,170.8892358519702,168.8786649134066,170.69212341308594,54091700.0
1660622400,170.28802952506885,171.2046241525694,169.18418785976604,170.534423828125,56377100.0
1660708800,170.27815992548992,173.60940030005358,170.0810475130616,172.03248596191406,79542000.0
1660795200,171.24403503116682,172.37744277272193,170.6231165953559,171.6382598876953,62290100.0
1660881600,170.53441975425127,171.23418617524862,168.83922578662404,169.04620361328125,70346300.0
1661140800,167.2426018901802,167.41014821395845,164.72937695607638,165.15318298339844,69026800.0
1661227200,164.6702084046216,166.27670374105745,164.24640247078557,164.8180389404297,54147100.0
1661313600,164.90676099384123,165.68536025466128,163.85218632044496,165.1137237548828,53841500.0
1661400000,166.34571105112042,167.68609658373745,165.92192009296824,167.5776824951172,51218200.0
1661486400,168.1099211092857,168.58299398508154,161.20101486509154,161.26014709472656,78961000.0
1661745600,158.82573564976346,160.55049548789057,157.5149314068537,159.05242919921875,73314000.0
1661832000,159.79161664881417,160.2154075742502,155.44521812063925,156.61805725097656,77906200.0
