timestamp,open,high,low,close,volume
1653631200,1736.36,1777.48,1722.73,1770.71,70239.3614
1653634800,1770.72,1799.13,1764.05,1764.6,61017.5726
1653638400,1764.6,1789.47,1750.19,1766.32,52031.4205
1653642000,1766.32,1786.74,1762.3,1785.01,35958.593
1653645600,1785.01,1787.9,1757.37,1759.57,38546.1009
1653649200,1759.56,1788.75,1756.08,1771.25,50389.0504
1653652800,1771.26,1822.26,1763.28,1812.23,81432.6161
1653656400,1812.24,1821.0,1795.0,1815.32,51709.526
1653660000,1815.32,1817.59,1763.0,1768.47,54554.6355
1653663600,1768.47,1779.55,1755.75,1764.33,50439.5693
1653667200,1764.34,1774.56,1738.63,1746.46,46558.2957
1653670800,1746.46,1758.51,1725.32,1732.38,60566.8313
1653674400,1732.37,1736.85,1715.0,1728.47,54770.4232
1653678000,1728.47,1769.98,1721.16,1754.32,51766.0172
1653681600,1754.33,1772.5,1743.9,1745.16,40803.0807
1653685200,1745.16,1752.32,1731.35,1734.23,17374.324
1653688800,1734.24,1755.0,1726.79,1742.14,18819.2022
1653692400,1742.13,1744.99,1703.0,1727.27,52023.46466
1653696000,1727.26,1749.33,1722.26,1748.38,34782.2961
1653699600,1748.37,1752.39,1726.59,1730.26,34334.5935
1653703200,1730.26,1741.97,1722.94,1729.38,21472.2151
1653706800,1729.39,1768.01,1722.31,1765.08,47743.8521
1653710400,1765.08,1768.2,1754.68,1762.12,20405.7613
1653714000,1762.13,1783.12,1754.93,1771.35,32152.6969
1653717600,1771.35,1774.34,1764.87,1765.85,16591.0177
1653721200,1765.85,1768.69,1758.55,1765.46,15384.7172
1653724800,1765.46,1770.77,1748.94,1760.4,19457.8632
1653728400,1760.4,1766.03,1751.71,1757.0,12651.8234
1653732000,1757.01,1764.0,1751.41,1761.54,12183.1908
1653735600,1761.54,1788.0,1759.06,1772.97,27365.3639
1653739200,1772.97,1793.69,1769.51,1787.03,21343.2836
1653742800,1787.25,1801.67,1782.6,1788.61,40442.913
1653746400,1788.61,1792.12,1777.16,1780.83,16991.5278
