timestamp,open,high,low,close,volume
1653606000,29508.88,29556.47,29174.0,29201.35,3014.03554
1653609600,29201.35,29390.34,29025.3,29074.51,3668.7136
1653613200,29074.5,29131.65,28880.0,28959.82,4209.86129
1653616800,28959.82,29088.88,28840.39,28988.95,3376.29015
1653620400,28988.94,29155.26,28970.92,29020.01,1910.76971
1653624000,29020.01,29113.89,28873.06,28927.29,2917.24574
1653627600,28927.3,29051.6,28643.89,28799.99,7258.46856
1653631200,28799.99,29039.0,28650.0,28974.53,7939.07277
1653634800,28974.53,29214.0,28900.17,28992.99,3551.7513
1653638400,28993.0,29142.75,28785.56,28940.95,3674.40041
1653642000,28940.95,29085.18,28884.21,29033.24,2434.92877
1653645600,29033.25,29051.54,28779.4,28834.75,2437.52558
1653649200,28834.76,29054.48,28810.0,28912.96,2399.24588
1653652800,28912.95,29397.66,28861.77,29259.9,4473.35383
1653656400,29259.91,29379.54,29125.68,29324.71,4280.17138
1653660000,29324.72,29341.41,28742.92,28787.42,4033.05023
1653663600,28787.42,28965.41,28639.26,28850.45,4428.96097
1653667200,28850.46,28936.44,28659.0,28733.99,3215.20924
1653670800,28734.0,28868.93,28340.0,28388.14,8825.60958
1653674400,28388.13,28489.99,28282.9,28466.67,3838.29979
1653678000,28466.68,29056.0,28414.0,28880.0,3781.24873
1653681600,28880.0,29025.0,28699.99,28755.88,3286.62526
1653685200,28755.88,28842.46,28700.0,28718.71,1085.27382
1653688800,28718.71,28907.13,28650.01,28822.96,864.55848
1653692400,28822.96,28856.31,28504.64,28629.8,3107.88503
1653696000,28629.81,28825.44,28558.24,28806.3,1875.59197
1653699600,28806.3,28842.93,28450.0,28615.82,5775.34689
1653703200,28615.83,28743.02,28598.43,28685.95,1288.08616
1653706800,28685.94,28854.05,28630.81,28819.2,1787.27409
1653710400,28819.2,28890.0,28754.4,28833.13,1362.65989
1653714000,28833.12,28949.39,28777.02,28876.96,1812.58195
1653717600,28876.96,28917.98,28770.78,28865.21,1267.23219
1653721200,28865.2,28917.15,28819.2,28885.72,983.03562
1653724800,28885.71,28925.0,28766.68,28838.49,1433.54976
1653728400,28838.49,28884.55,28768.2,28804.82,926.09019
1653732000,28804.81,28849.79,28771.38,28804.9,876.92555
1653735600,28804.89,28930.81,28779.49,28828.02,1414.11096
1653739200,28828.02,29032.0,28795.78,28979.86,1560.29485
1653742800,28979.85,29266.0,28945.71,29071.81,2609.18058
1653746400,29071.81,29101.64,28930.0,28957.23,1098.68856
1653750000,28957.23,29089.32,28890.0,28988.21,1372.67136
1653753600,28988.2,29050.0,28902.84,28907.5,1084.13049
1653757200,28907.5,29030.0,28784.48,28886.61,2238.88338
1653760800,28886.61,29019.16,28886.6,29001.74,599.37685
1653764400,29001.74,29067.01,28943.03,29019.82,665.98027
1653768000,29019.81,29042.22,28985.43,29026.27,525.284
1653771600,29026.27,29060.0,28991.9,29017.47,450.20101
1653775200,29017.46,29040.0,28960.0,28992.65,413.19818
1653778800,28992.65,29154.61,28991.05,29031.33,1058.97652
1653782400,29031.33,29045.34,28970.3,29005.47,786.45225
1653786000,29005.46,29024.65,28900.0,28925.85,940.66592
1653789600,28925.85,28925.86,28839.21,28904.13,1227.04778
1653793200,28904.12,28997.21,28876.08,28984.32,719.15298
1653796800,28984.31,28984.32,28914.96,28941.09,456.89978
1653800400,28941.1,29049.39,28932.97,29043.09,542.01008
1653804000,29043.1,29060.32,28987.52,29034.84,576.53965
1653807600,29034.84,29037.98,28996.42,29008.35,498.38752
1653811200,29008.35,29190.0,28987.24,29063.3,1520.4673
1653814800,29063.29,29075.0,28952.7,28990.46,1206.82047
1653818400,28990.46,29216.76,28990.45,29159.49,1768.40223
1653822000,29159.5,29235.76,29112.01,29213.85,1557.66031
1653825600,29213.85,29489.0,29198.01,29380.43,3053.96027
1653829200,29380.43,29483.57,29312.0,29332.97,1238.61076
1653832800,29332.96,29382.94,29289.1,29298.95,1039.78051
1653836400,29298.95,29298.96,29166.51,29215.98,1486.62814
1653840000,29215.97,29339.95,29215.97,29285.25,974.67788
1653843600,29285.25,29355.5,29179.81,29222.97,795.15167
1653847200,29222.96,29253.28,29162.07,29165.95,660.51153
1653850800,29165.95,29199.57,29077.98,29126.41,1116.17307
1653854400,29126.4,29182.95,29091.67,29182.95,806.89307
1653858000,29182.95,29242.93,29171.1,29235.64,530.86826
1653861600,29235.64,29587.78,29175.29,29426.81,3083.20527
1653865200,29426.81,29499.8,29400.45,29468.1,980.38094
1653868800,29468.1,29470.61,29299.62,29322.46,1174.28881
1653872400,29322.45,29775.99,29320.21,29770.01,3296.7504
1653876000,29770.0,30279.15,29761.48,30216.71,7189.13189
1653879600,30216.7,30400.0,30209.62,30353.07,3204.19374
1653883200,30353.07,30432.12,30236.55,30332.84,2659.89887
1653886800,30332.83,30479.87,30297.05,30462.09,2574.84692
1653890400,30462.08,30928.71,30421.19,30702.52,7152.94322
1653894000,30702.52,30742.97,30542.14,30636.12,2880.22779
1653897600,30636.12,30736.0,30571.04,30731.78,1863.21411
1653901200,30731.78,30765.09,30593.72,30716.03,2843.55486
1653904800,30716.02,30758.49,30556.63,30596.27,2826.03603
1653908400,30596.27,30706.44,30581.52,30665.37,1818.86969
